1.155699999999999950e+00	0.000000000000000000e+00	-5.924939543479800774e-21	-9.676160583778073085e-05
1.152585999999999888e+00	0.000000000000000000e+00	1.023386182239831942e-18	1.661640308707373198e-02
1.149472000000000049e+00	0.000000000000000000e+00	1.002869610525233499e-18	3.299450673660714317e-02
1.146357999999999988e+00	0.000000000000000000e+00	-1.794855463368279313e-20	4.907948824437514956e-02
1.143243999999999927e+00	0.000000000000000000e+00	-1.567619100946890067e-20	6.490845812462110731e-02
1.140129999999999866e+00	0.000000000000000000e+00	-1.364233891420680742e-20	8.051463170272174508e-02
1.137016000000000027e+00	0.000000000000000000e+00	-1.180091248212845418e-20	9.592808175448952479e-02
1.133901999999999965e+00	0.000000000000000000e+00	-1.011429467542363458e-20	1.111763528390253136e-01
1.130787999999999904e+00	0.000000000000000000e+00	-8.551360384270391100e-21	1.262849696103301445e-01
1.127674000000000065e+00	0.000000000000000000e+00	-7.085959536034845463e-21	1.412778638804038644e-01
1.124560000000000004e+00	0.000000000000000000e+00	-5.695743012288934602e-21	1.561777396080506752e-01
1.121445999999999943e+00	0.000000000000000000e+00	-4.361242365626305998e-21	1.710063908427471580e-01
1.118331999999999882e+00	0.000000000000000000e+00	-3.065136355367601795e-21	1.857849846019739570e-01
1.115218000000000043e+00	0.000000000000000000e+00	-1.791653787085787720e-21	2.005343184343647556e-01
1.112103999999999981e+00	0.000000000000000000e+00	-5.260741326105935935e-22	2.152750608241794095e-01
1.108989999999999920e+00	0.000000000000000000e+00	7.457039984593508130e-22	2.300279814844795323e-01
1.105875999999999859e+00	0.000000000000000000e+00	2.037550544526405145e-21	2.448141778704165383e-01
1.102762000000000020e+00	0.000000000000000000e+00	3.363467906855166071e-21	2.596553038557961601e-01
1.099647999999999959e+00	0.000000000000000000e+00	4.737948821591459759e-21	2.745738064174254589e-01
1.096533999999999898e+00	0.000000000000000000e+00	6.176344970637049211e-21	2.895931763470981357e-01
1.093420000000000059e+00	0.000000000000000000e+00	7.695263334317085056e-21	3.047382194641683473e-01
1.090305999999999997e+00	0.000000000000000000e+00	9.313008789320686536e-21	3.200353555568763997e-01
1.087191999999999936e+00	0.000000000000000000e+00	1.105009425223219409e-20	3.355129533836930245e-01
1.084077999999999875e+00	0.000000000000000000e+00	1.292984415480693671e-20	3.512017115902013042e-01
1.080964000000000036e+00	0.000000000000000000e+00	1.497912349422909063e-20	3.671350974477938234e-01
1.077849999999999975e+00	0.000000000000000000e+00	1.722923397441452832e-20	3.833498580492958330e-01
1.074735999999999914e+00	0.000000000000000000e+00	1.971703172464940210e-20	3.998866222152276384e-01
1.071622000000000074e+00	0.000000000000000000e+00	2.248633935482903166e-20	4.167906161713391677e-01
1.068508000000000013e+00	0.000000000000000000e+00	2.558975091446973499e-20	4.341125224746247846e-01
1.065393999999999952e+00	0.000000000000000000e+00	2.909096503384713003e-20	4.519095202908935960e-01
1.062279999999999891e+00	0.000000000000000000e+00	3.306783440700774278e-20	4.702465568257550577e-01
1.059166000000000052e+00	0.000000000000000000e+00	3.761639670251017031e-20	4.891979157387686405e-01
1.056051999999999991e+00	0.000000000000000000e+00	4.285626559393459425e-20	5.088491705829822909e-01
1.052937999999999930e+00	0.000000000000000000e+00	4.893793067413234057e-20	5.292996424864852001e-01
1.049824000000000090e+00	0.000000000000000000e+00	5.605277400944838809e-20	5.506655256587454916e-01
1.046710000000000029e+00	0.000000000000000000e+00	6.444701227167333404e-20	5.730839084140143536e-01
1.043595999999999968e+00	0.000000000000000000e+00	7.444140714299149405e-20	5.967180116071241214e-01
1.040481999999999907e+00	0.000000000000000000e+00	8.645960917824959321e-20	6.217641073721076328e-01
1.037368000000000068e+00	0.000000000000000000e+00	1.010696887345754684e-19	6.484607964151666293e-01
1.034254000000000007e+00	0.000000000000000000e+00	1.190462685329433242e-19	6.771016585637438245e-01
1.031139999999999946e+00	0.000000000000000000e+00	1.414656604882519327e-19	7.080528302740125568e-01
1.028026000000000106e+00	0.000000000000000000e+00	1.698553889494160053e-19	7.417779509966421214e-01
1.024912000000000045e+00	0.000000000000000000e+00	2.064362399063797558e-19	7.788744313643588546e-01
1.021797999999999984e+00	0.000000000000000000e+00	2.545275541237650827e-19	8.201276621404541833e-01
1.018683999999999923e+00	0.000000000000000000e+00	3.192528600787982431e-19	8.665946877886885336e-01
1.015570000000000084e+00	0.000000000000000000e+00	4.088257508318158729e-19	9.197383446275037011e-01
1.012456000000000023e+00	0.000000000000000000e+00	5.370234583743065172e-19	9.816522601033141893e-01
1.009341999999999961e+00	0.000000000000000000e+00	7.282666211923082596e-19	1.055459672082759148e+00
1.006227999999999900e+00	0.000000000000000000e+00	1.028928792830496991e-18	1.146070766455313361e+00
1.003114000000000061e+00	0.000000000000000000e+00	1.535241306589522723e-18	1.261754254070686976e+00
1.000000000000000000e+00	0.000000000000000000e+00	2.472185962449026185e-18	1.417811602364433599e+00
